Date,Post,Source
2021-11-13,"Hello fellow Youth! 

Now is the time to learn advice and tips on how to wisely use your voice this #Halalan2022.

(1/4) https://t.co/MPjgWqLeJv",Twitter
2021-11-13,Opo. Ang gulo niyo po. #Halalan2022,Twitter
2021-11-13,"TAGS:

#NeverAgain 
#NeverForget 
#Halalan2022
#LeniKiko2022 
#DisqualifyMarcos 
#NoToMarcosDuterte2022 
#NoToDuterteMarcos2022",Twitter
2021-11-13,"#Kakampink Saturday with Rihanna performing her latest song ""We Found LENI in A Hopeless Place"" ..Go girl! ✊💖#LabanLeni2022 #LetLeniLead2022 #LeniKiko2022 #Halalan2022 🌸💗💗 https://t.co/Xr9tuq0m17",Twitter
2021-11-13,"We are seeing the next great leader. Make this happen for the betterment of our country. Bongbong Marcos and Inday Sara Duterte were definitely the perfect tandem ever.
#BBMSARA2022 #BBMSigawNgBayan #SaraALL2022 #PHVote #LabanMaSa2022 #SOLIDITY #Halalan2022 https://t.co/UluMHVSqyc",Twitter
2021-11-13,"Mapayapang #Halalan2022 pangako ng mga bagong hepe ng AFP, PNP https://t.co/Y8gGf3dFSB",Twitter
2021-11-13,"kung gusto niyo talaga mapa balik, please do it, for free 

@vicegandako @reginevalcasid @annecurtissmith @143redangel @bernardokath @piolopascual_ph @lizasoberano @maymayentrata07
@prinsesachinita

#Halalan2022 #LeniKiko2022 #NoToDuterteMarcos2022 #NoToMarcosDuterte2022",Twitter
2021-11-13,"Pucha kahilo mga politiko !!! Maisipan lang tumakbo may padrama rama png nalalaman !! 

Wala nmang malinaw plano para sa bayan!! #Halalan2022",Twitter
2021-11-13,"I still believe with all my heart na hindi magbabanggaan sina PRRD at vice-presidential aspirant Mayor Sara. 👊💚💚💚

#BBMSara2022 🎄 #Halalan2022 
#SamaSaraTayoBabangonMuli https://t.co/8jTY75qSDQ",Twitter
2021-11-13,"@DarnaZaturnnah kung gusto niyo talaga mapa balik, please do it, for free. 

@vicegandako @reginevalcasid @annecurtissmith @143redangel @bernardokath @piolopascual_ph @lizasoberano 

#Halalan2022 #LeniKiko2022 #NoToDuterteMarcos2022 #NoToMarcosDuterte2022",Twitter
2021-11-13,"Magkakaroon tayo ng online kumustahan kasama si Senador Francis ""Kiko"" Pangilinan, VP aspirant at running mate ni VP Leni Robredo sa #Halalan2022, sa November 18, 2021, 6:00 pm via Zoom at Facebook live! https://t.co/3gW3Uij8yF",Twitter
2021-11-13,#Halalan2022 https://t.co/Tj3wsQc4zx,Twitter
2021-11-13,"Hay @COMELEC bakit parang nabili o nabayaran na kayo?

@jabjimenez sir baka naman may comment kayo dyan. This kind of acts diminishes the credibility of COMELEC

Kaya ba ang mga suporter nila pinapakalat na ""may nanalo na"" dahil nabenta na ang #Halalan2022? https://t.co/JIJsNwgW6B",Twitter
2021-11-13,"Master @ricoblanco , can you confirm: ""lahat ng pera sa mundo hindi kayang gawing ginto ang huwad na tao?"" #Halalan2022",Twitter
2021-11-13,"You know what would be fun sa 2022 Ph national elections #halalan2022? Shading Duterte and Duterte for VP and Bong G and Bongbong M for Pres. You know you want to, di ba mga ka-deedeebs (ka-DDS) and mga Marcos stans? 😇",Twitter
2021-11-13,"@iampinglacson tulou y tuloy lang po ang suporta naten sa ating presidente Ping Lacson 

#Halalan2022",Twitter
2021-11-13,"Daming pasabog at nawindang ang lahat
#Halalan2022",Twitter
2021-11-13,"@iampinglacson IKAW ANG PRESIDENTE KO PAPA PING ! SUSUPORTAHAN KITA HANGGANG SA HULI 

#Halalan2022",Twitter
2021-11-13,Nakakahilong halalan2022,Twitter
2021-11-13,"Kung ngayon ang halalan, sino ang iboboto mong Vice President?

#NoToMarcosDuterte2022 
#PBB2ndEvictionNight 
#LeniKiko2022 
#Halalan2022 
#NeverAgain",Twitter
2021-11-13,"Uppercut from Pacman w/ regards to the mockery of the electoral process by the #DavaoGroup 

#Halalan2022 
#NoToDuterteMarcos2022 https://t.co/rdg9Yq67d0",Twitter
2021-11-13,"It may sound funny, the current situation may look like a circus but at the same time it bothers me. Is #Halalan2022 a big joke for these people? And then they are all claiming they’re smart but their actions says otherwise. https://t.co/v4BRqeYfsp",Twitter
2021-11-13,"[PHOTO] Bong Go guns for presidency in #Halalan2022

https://t.co/rKpgIG8wMK",Twitter
2021-11-13,@SCourting @kikopangilinan Eh isa pa yan e. The fact that hes letting @lenirobredo just take the fall for her Tanggapin ang suhol statement makes him a coward. #LeniKiko2022 #Halalan2022 #LeniSara2022,Twitter
2021-11-13,"Hindi kayo nakakatuwa sa pinagagawa nyo sa Electoral System ng Pilipinas.😤

#Halalan2022",Twitter
2021-11-13,@kikopangilinan Regardless of her video captured instructions to voters to ACCEPT THE BRIBE?! So you admit that its also your policy? @ABSCBN @rapplerdotcom @gmanetwork @BBCWorld @CNN @POTUS @USSenate @UKParliament #LeniKiko2022 #Halalan2022,Twitter
2021-11-13,#Halalan2022 https://t.co/TXGyKnyJPj,Twitter
2021-11-13,"Sa mga makakaboto, please think wisely. Hindi pa ako kase minor ako, so the votes of those who can will lead our future. 

 #NoToDuterteMarcos2022 #Halalan2022 #LetLeniLead #LeniKiko2022",Twitter
2021-11-13,"I will never forget when Leni Robredo said last election that ""the last man standing is a woman."" #Halalan2022",Twitter
2021-11-13,Aba nawili ang mga lintek! Pinaglalaruan nyo na ang bayan! Ang mga ganid sa kapangyarihan!!! #Halalan2022 ilayo mo kami sa mga mapang linlang na mga nilalang na ito!!!,Twitter
2021-11-13,"Hello Lover
John is knocking for some help for his medication and needed therapy
GCASH: 09322340676 John 

#NoToDuterteMarcos2022 #FrancineDiazforMichaelLeyva #LeniKiko2022 Pilipinas #PBB2ndEvictionNight Sandro Philippine Politics ALBIE Save Today #Halalan2022 Pacquiao Bato https://t.co/wPTB2lm46C",Twitter
2021-11-13,"Hello Lovers
Baby Jhairus a Tracheostomy Warrior and ventilator dependent
GCASH: 09460505407 Joy S.

#NoToDuterteMarcos2022 #FrancineDiazforMichaelLeyva #LeniKiko2022 Pilipinas #PBB2ndEvictionNight Sandro Philippine Politics ALBIE Save Today #Halalan2022 Pacquiao Bato https://t.co/aXHyQkgmlz",Twitter
2021-11-13,"@nuelleduterte Its also about the future of our country. Anuman ang resulta, lumaban tayo. We will win, para sa bayan. Yung nasa itaas na lang din ang bahala. 🙏 #Halalan2022",Twitter
2021-11-13,"Hello Lovers
Kris is asking for some help for his mother who needs medication and MRI
GCASH: 09673548202 Kris

#NoToDuterteMarcos2022 #FrancineDiazforMichaelLeyva #LeniKiko2022 Pilipinas #PBB2ndEvictionNight Sandro Philippine Politics ALBIE Save Today #Halalan2022 Pacquiao Bato https://t.co/T2pS2OTMtn",Twitter
2021-11-13,"Ganito ako magmahal bilang solo dad. Kaya iboboto ko si @lenirobredo bilang pangulo sa #Halalan2022. 🌸🌿

#LeniKiko2022 
#LetLeniLead2022 
#KakamPinkSa2022 https://t.co/UuQQ6Uttdf",Twitter
2021-11-13,"Sa pagkabise presidente, dalawa lang ang maglalaban. It would be between Inday Sara and Tatay Digs. Sa pagkapangulo naman, it would be between Marcos and Robredo.

So, Marcos-Duterte or Robredo-Duterte sa #Halalan2022",Twitter
2021-11-13,Vote not for your candidates but for the people of the Philippines 🇵🇭 #Halalan2022,Twitter
2021-11-13,"The PH’s recent political series is akin to Mexican telenovelas, with multi-angle twists. 💥 #ArtOfWar #Halalan2022",Twitter
2021-11-13,"Never has this been clear when it comes to the choices of leaders in Philippine elections! The aspirants for the highest posts of the land can be classified as - the good, the lesser evil, and the evil.

#Halalan2022",Twitter
2021-11-13,Sa mga kumakalaban Kay #PRRD kung wala kayong mga Plano at strategy katulad nya…kaka boring kayo kabonding … #kabonding #LetLeniLead #isko #LacsonSotto2022 #manny #Halalan2022,Twitter
2021-11-13,"Infer, our President Du🐢 and his cohorts are really consistent!!!
And Inday luvs a plot twist 🤣
Keep 'em coming! 
This circus 🎪 is what we deserve! #CLOWNS
#WEDESERVEBETTER
#TROPA
#LENIKIKO2022 
#HALALAN2022",Twitter
2021-11-13,Noon lagi nyo sinasabi na ipagdiwang demokrasya. Ngayon sinisisi nyo ito. Kayo ata mga 🤡 dito sa PH mga trolls. #Halalan2022,Twitter
2021-11-13,"🇵🇭
#Halalan2022 https://t.co/hkf5JuxiiQ",Twitter
2021-11-13,"Sorry may sumita sa akin. Basta stick lang talaga Kahit anong mangyari kina ✌️👊 

#Halalan2022 #BBMSARA2022",Twitter
2021-11-13,Ang baho ng #Halalan2022. Larong laro.,Twitter
2021-11-13,Calling on Ping Lacson Sotto Manny Ka Leody laban nating lahat ito para sa bayan United we stand divided we fall pinagloloko na tayong lahat let’s stand by the only honest capable person for the good of all just this once💖 nananaginip lang po ako #DreamOn #Halalan2022,Twitter
2021-11-13,"HINDI KO ALAM KUNG PAANO SILA NAKAKATULOG SA GABI??!! 
Dati takot ako sa multo, ngayon takot na ako sa gan'tong mga pulitiko #NoToMarcosDuterte #Halalan2022 #LeniKiko2022 https://t.co/4SfoJTBXy6",Twitter
2021-11-13,"Kitang kita ang kawalan ng respeto ng mga Hugpong sa taumbayan. 

Kaya ginagago lang nila tayo. Ang daming drama. Gulong gulo na ang mga tao.

Pero tandaan, kami pa rin ang may hawak ng boto sa #Halalan2022",Twitter
2021-11-13,It's more like Gaguhan 2022.#Halalan2022,Twitter
2021-11-13,"How it started: #BBMSARA2022 vs #LeniKiko2022 

How destiny will end it: #LeniSara2022  

Kasi daw girl power! Lol #Halalan2022 #NOTOMarcos #BBMSingawNgBayan",Twitter
2021-11-13,"BREAKING: Kumpirmado nang tatakbo si Davao City Mayor Sara Duterte bilang bise presidente sa darating na #Halalan2022.

#NoToMarcosDuterte2022
#NeverAgain
#NeverForget
#DuterteWakasan
#OustDuterteNow
#MarcosNotAHero
#MarcosMagnanakaw https://t.co/WU1eR2dUnN",Twitter
2021-11-13,i can already tell that halalan2022 would be a clown show.,Twitter
2021-11-13,"Mapanakit sa puso yung #AllTooWell 

Yung mga magulong tatakbo #Halalan2022, sakit sa ulo.",Twitter
2021-11-13,"This is the power of your VOTE!

Gising na Pilipinas!

#Halalan2022 https://t.co/9lJw6JADOt",Twitter
2021-11-13,#NickiForPresident #Halalan2022 https://t.co/sZFTQlu48D,Twitter
2021-11-13,"Circus yarn? #Halalan2022 
File and Withdraw amfff.. 🙄🙄",Twitter
2021-11-13,Clownery at its finest. Expect for more circus acts until monday. #Halalan2022,Twitter
2021-11-13,when britney spears sang toxic and circus she was specifically singing about #halalan2022,Twitter
2021-11-13,"Yung eyes ni Manang ramdam mo yung parang naghahanap ng pwedeng magbigay ng pag-asa sa kanya. 

At tama sya we need to pray. PRAY FOR OUR COUNTRY. PRAY FOR OUR CIUNTRYMEN. PRAY FOR LENI-KIKO. PRAY FOR PEACEFUL ELECTIONS. 

The lines are getting clear.

#Halalan2022 https://t.co/x4bb6a9Hwf",Twitter
2021-11-13,"basta doon ako sa totoo at may magagawa para ibangon ang bansang ito
#Halalan2022",Twitter
2021-11-13,X na sa akin yung mga walang isang salita at manluluko. 🙏🏽🇵🇭 #Halalan2022,Twitter
2021-11-13,"Ano kaya feeling maging Apologist at DDS ngayon? Hahahahahaha! Yung mga trolls, kumusta kayo? #Eleksyon2022 #Halalan2022 #LeniKiko2022",Twitter
2021-11-13,So ganun na lang @COMELEC? Masid na lang tayo? 😅👏🏻 #Halalan2022 #RedTaylorsVersion https://t.co/3YDtHfcFZ8,Twitter
2021-11-13,Premonition for #Halalan2022 https://t.co/n43QO3gLOu,Twitter
2021-11-13,"Partiality delivered and sealed by a crony- fair ba yun? 

#Halalan2022 #COMELEC 
#ProtectOurVotes 
#TroPa2022 https://t.co/1ls7zuaWVG",Twitter
2021-11-13,#LeniKiko2022 #DioknoSaSenado #Halalan2022 https://t.co/No7695k7VB,Twitter
2021-11-13,#NoToPoliticalDynasties #Halalan2022 #LeniKiko2022 https://t.co/bvw77cs2dp,Twitter
2021-11-13,Malakas ang kutob ko na Leni- Sara ang mananalo sa June 2022 basta walang dayaan! #LeniforPresident2022 #Halalan2022,Twitter
2021-11-13,Mga buang gyud. Pangkilatan pa mong tulo #Hala in #Halalan2022,Twitter
2021-11-13,"Di pa tapos ang rigodon! Told you, just enjoy your weekend at dedma sa mga kaartehan today. Hanggang Lunes pa yan! #Halalan2022 https://t.co/ZYe4ZWKsCM",Twitter
2021-11-13,No doubt Senator #KikoPangilinan2022 you and #VPLeni and the most qualified candidate in the upcoming #Halalan2022 you both can lead this country liberally👆💛🎗 #LeniKiko2022 #LP #Pliberal https://t.co/SKUKOGGZjU,Twitter
2021-11-13,"“Si Davao City Mayor Sara Duterte-Carpio ang running-mate ni Marcos Jr., ayon sa resolusyon na inilabas ng kampo ni Marcos.

Ito’y matapos maghain ng kandidatura sa pagka-bise presidente si Duterte-Carpio. | via Jacque Manabat, ABS-CBN News #Halalan2022

https://t.co/N4TYJrDXdm https://t.co/JokxNvZWHU",Twitter
2021-11-13,"Now that the drama is over, let’s talk how credible #Halalan2022 will be. @COMELEC? #cancelf2logisticscontract",Twitter
2021-11-13,#Halalan2022 https://t.co/iVTlLvSeZe,Twitter
2021-11-13,"Today's Visayan Business Post, out now! https://t.co/6Ij7oWmngc Thanks to @manilabulletin @gmanews @TheManilaTimes #halalan2022 #covid19",Twitter
2021-11-13,Leni-Sara po talaga sa #Halalan2022 mga bestie✋😭 https://t.co/LBrPi9jaVr,Twitter
2021-11-13,#CheatSheet for #Halalan2022 https://t.co/bxflnI63nX,Twitter
2021-11-13,Happy November Fools Day! #Halalan2022,Twitter
2021-11-13,"Parang drama. Daig pa telenovela ang plot ng story…although expected na
😂😂😂
#Halalan2022",Twitter
2021-11-13,"Bong Bong vs Bong Go, Duterte vs Duterte... Teka, na vertigo ako. Ikaw din? Yah ako din, na ano ako. It's the end of the world na, I'm telling you. Buti na lang nabili ko na lahat ng Chanel na gusto ko. #Halalan2022",Twitter
2021-11-13,"Maituturing na pagyurak sa demokrasya at proseso ng halalan ang posibleng tapatan ng mag-amang Duterte sa pagkabise-presidente, ayon sa isang political analyst. #Halalan2022 https://t.co/ghLXyZVZar",Twitter
2021-11-13,"Panunumpa sa Reporma
#TunayNaTabloidista #AbanteNews #Halalan2022
@iampinglacson @sotto_tito @PartidoReporma 
https://t.co/YD3WNxdX9l",Twitter
2021-11-13,Can't imagine my country being run by Leni Robredo. 😔 #Halalan2022,Twitter
2021-11-13,Marami rami narin nautong marites at cardo ng mga crocodiles sa efbee cpuntdown to pasabugin ang pilipinx this 2022 ☺️ #Halalan2022,Twitter
2021-11-13,"We have our own preferences, You have your own picks and so am I. Respect my choice and I will respect yours too. For me 2022 is for Women Impowerment! 💗💚
#PhenomenalWomen
#Halalan2022
#LetLeniLead
#SaraALL2022 https://t.co/lP94BJe2L0",Twitter
2021-11-13,"Parang mas convinced na akong scripted ang politika sa Pinas, kesa sa PBB. #Halalan2022",Twitter
2021-11-13,Kanino ka tataya sa darating na Halalan? Sa pwersa ng kasakiman o sa Pwersa ng Kabutihan? #LeniRobredo #LabanLeni2022 #LetLeniLead2022 #LeniKiko2022 #Halalan2022,Twitter
2021-11-13,"#Halalan2022

Kung pwede lang huwag na bumoto..
Ginagawa lang nila laro ang eleksyon..",Twitter
2021-11-13,Anak laban sa Ama.😵‍💫 Malateleserye ata ang magiging halalan2022😁 https://t.co/ZtJ6cth9eg,Twitter
2021-11-13,"Ayon sa mga bagong upong lider ng Philippine National Police at Armed Forces of the Philippines, magiging prayoridad nila ang mapayapa at maayos na #Halalan2022. https://t.co/TjCCPuMmcI",Twitter
2021-11-13,"pls lang kahit buong angkan pa ni blengblong at da🐢 ang tumakbo nasaatin pa din ang dikta ng magiging kinabukasan ng Pilipinas, kinabukasan nating Pilipino. Kaya parang awa mag isip tayo, magkaisa tayo. #Halalan2022 #VoteWisely #NeverAgain #NoToMarcosDuterte",Twitter
2021-11-13,"O, mga ka-DDS, nag-deklara na ang Sokor para kay @VPPilipinas @lenirobredo 🤭 #Halalan2022 https://t.co/lB2fEVUbfH",Twitter
2021-11-13,"Please naman sana seryosohin niyo ang eleksiyon. Hindi ito eleksiyon sa classroom lang na dahil trip niyo lang, hindi ito playtime, hindi ito biro o joke. This is the future of our country. So please sana seryoso kayo at hindi mga clowns sa mga ginagawa niyo! 🙃 #Halalan2022",Twitter
2021-11-13,"Kung ganun-ganun lang nila bastusin ang isang abstract na bagay, pano pa ang pag respesto sa tao. Ang Lala. Kung hindi kayo sukang-suka at nagagalit sa mga pangyayari na to, well… “we suffer what we tolerate.” #Halalan2022 https://t.co/HPU18fCOU9",Twitter
2021-11-13,It's The Game of Thrones. Stop speculating. #BBMSARA2022 #Halalan2022 ♥️💚🇵🇭,Twitter
2021-11-13,Y’all playing too much 🙄 #Halalan2022,Twitter
2021-11-13,The latest Philippine Elections 2016! https://t.co/ojiKFj42rI Thanks to @Bebet4444 @shiela_mangahas #halalan2022 #covid19,Twitter
2021-11-13,"Sa gitna ng pag-iikot ng mga kumakandidato sa pagkapangulo, hiling naman ng ilang Pinoy na matupad na ang pangako ng mga pulitiko. #Halalan2022 https://t.co/wHSqHP00Ot",Twitter
2021-11-13,Yung ibang kumakandidato parang myembro ng salisi gang. #Halalan2022 #WeChoose,Twitter
2021-11-13,Democracy? more on like demokraAzy #Halalan2022,Twitter
2021-11-13,"Bong-Duterte v Bong-Duterte =BoDuts?🕺💃

#NoToMarcosDuterte2022 
in #Halalan2022 padin",Twitter
2021-11-13,"Prangkahan lang.

Dear @IskoMoreno @MannyPacquiao @sotto_tito @iampinglacson, ang pinakamakabayan po ninyong pwedeng gawin sa #halalan2022 ay suportahan ang Leni-Kiko tandem. Otherwise, yang pagpupumilit ninyo ay posibleng magbibigay daan lang sa pagkapanalo ng BBM-Sara tandem.",Twitter
2021-11-13,nakakainis na manood ng balita noh?mga walang paninindigan. Ano akala nila sa posisyon na tinatakbuhan nila laro lang?jusko jusko vote wisely kapinoy tayo ang kawawa talaga #Halalan2022,Twitter
2021-11-13,Anong saysay kung iboboto pa natin ang mga politikong hindi tayo tinulungan at tuluyang pinabayaan? Sa #Halalan2022 bumoto para sa kapakanan ng ating pamilya at bayan. Nasa ating boto ang kapangyarihan para makaahon tayo. #ChooseGoodRejectEvil2022,Twitter
2021-11-13,"""Ang Pag pili ng tama ay siyang Gagabay "" - Ipanalo ang Pamilayng Pilipino ABS -CBN Halalan Summer Station Id  2016 #Halalan2022",Twitter
2021-11-13,Duterte and allies openly abusing the electoral process… Herregud! #Halalan2022,Twitter
2021-11-13,ESSENTIALLY! THE ONE AND ONLY! #DapatSiLeni #LabanLeni2022 #LeniKiko2022 #Halalan2022 https://t.co/H3Ys5QcL66,Twitter
2021-11-13,Leni- Sara yata ako #Halalan2022,Twitter
2021-11-13,"HANGGANG LUNES PA PERO ANG DAMING SUMUSULPOT NA DRAMASERYE SA PULITIKA. 
NAKAKALUNGKOT NA PINAPAHINTULUTAN NG @COMELEC NA GAWING CIRCUS ANG NALALAPIT NA #HALALAN2022",Twitter
2021-11-13,Saan makikita yung action plan ng mga Presidentials at VP Candidates? Kay VP @lenirobredo lang ang nakita ko. #Halalan2022,Twitter
2021-11-13,"kapakanan nating lahat ang pinag - uusapan dito . pumili kayo ng tamang tao na  iboboto . please . 

#Halalan2022",Twitter
2021-11-13,@sandromarcos7 BBM is an advocate of Federalism. Will we see a President Marcos and Prime Minister Sara Duterte in their term? EXCITING TIMES IN 2022-2028. #BBMSARA2022 #Halalan2022 MARCOSJR SUPREMACY,Twitter
2021-11-13,"Grabe yung circus noh? Kaso local version kaya tawagin nating PERYA!!!
#Halalan2022",Twitter
2021-11-13,#Halalan2022 https://t.co/hSxURnIinz https://t.co/GSs7Hm4bYW,Twitter
2021-11-13,"imagine katatapos lang ng toxic free celebration sa showtime pero tinadtaran naman tayo ng toxic revelations ng #Halalan2022

Like pota?!?! 🤦‍♂️",Twitter
2021-11-13,@erintanada Grabe na po panloloko nila ginagawa nila mga gago mga pinoy kaya wag tayo mag pa gago. #Halalan2022 #Kakampink #LetLeniLead2020,Twitter
2021-11-13,Don’t let that troll be the mistress of the future PH President. Yall know who I’m talking about. 🤡🤮🤢 #Halalan2022,Twitter
2021-11-13,Gaguhan sa filing ng candicacy sa #Halalan2022 🤣,Twitter
2021-11-13,#Philippines #Pilipinas #Kiko #Halalan2022 #LeniKiko2022 #Kakampink #LabanLeni2022 #KakamPinkSa2022 #LetLeniLead #ShowtimeWonderPOLLworld #Inday #Bato #LetLeniLead2022 #BBMSigawNgBayan #MaSa2022 #ShowtimeSanDoseNAKS #Filipino #LoveTogetherHopeTogether #GMAChristmasStationID2021 https://t.co/diBHodgRXN,Twitter
2021-11-13,"It is not even the start of the official campaign period, but these clowns in the government have already proven to us that they don't have a serious desire to lead and serve the people. All they have are selfish ambitions for personal gain. #Halalan2022",Twitter
2021-11-13,"(the possibility of) Duterte vs Duterte for VP position just proves that (1) VP Leni is a big threat and they know it, and; (2) they are greedy, power-hungry clowns
#NoToDuterteMarcos2022 #LetLeniLead #Halalan2022",Twitter
2021-11-13,Democracy? More like democrazy #Halalan2022,Twitter
2021-11-13,#Philippines #Pilipinas #Kiko #Halalan2022 #LeniKiko2022 #Kakampink #LabanLeni2022 #KakamPinkSa2022 #LetLeniLead #ShowtimeWonderPOLLworld #Inday #Bato #LetLeniLead2022 #BBMSigawNgBayan #MaSa2022 #ShowtimeSanDoseNAKS #Filipino #LoveTogetherHopeTogether #GMAChristmasStationID2021 https://t.co/2b7GQGZ1rY,Twitter
2021-11-13,#Philippines #Pilipinas #Kiko #Halalan2022 #LeniKiko2022 #Kakampink #LabanLeni2022 #KakamPinkSa2022 #LetLeniLead #ShowtimeWonderPOLLworld #Inday #Bato #LetLeniLead2022 #BBMSigawNgBayan #MaSa2022 #ShowtimeSanDoseNAKS #Filipino #LoveTogetherHopeTogether #GMAChristmasStationID2021 https://t.co/isCaJwUBbn,Twitter
2021-11-13,#Philippines #Pilipinas #Kiko #Halalan2022 #LeniKiko2022 #Kakampink #LabanLeni2022 #KakamPinkSa2022 #LetLeniLead #ShowtimeWonderPOLLworld #Inday #Bato #LetLeniLead2022 #BBMSigawNgBayan #MaSa2022 #ShowtimeSanDoseNAKS #Filipino #LoveTogetherHopeTogether #GMAChristmasStationID2021 https://t.co/c9YzpKcqir,Twitter
2021-11-13,@yeyeboyyy @gmanews Haha kasi mag Pres. c Go at dn vp...circus #Halalan2022,Twitter
2021-11-13,"Dahil sa substitution napa google ako kung sino si Lyle Uy …

#Halalan2022",Twitter
2021-11-13,Alam ko na ang ending. 😁 #Halalan2022,Twitter
2021-11-13,#ShutdownMarcosArroyoDuterte #HRvote2022 Ipanalo ang karapatang pantao #Halalan2022 https://t.co/uG2DD7D53K,Twitter
2021-11-13,"what is happening with #Halalan2022 
inabno niyo",Twitter
2021-11-13,So Bong Go run for Presidency para may choice ang mga DDS na anti-Marcos? 🤣 Para daw hindi masayang votes nyo kay Leni 🤣 #Halalan2022,Twitter
2021-11-13,"Bong vs Bongbong

Duterte vs Duterte

#onliindapilipins #Halalan2022",Twitter
2021-11-13,"What is happening, Pilipinas??? #Halalan2022",Twitter
2021-11-13,Eto talaga #Halalan2022 https://t.co/zeZC46uGVj https://t.co/PHfIzJbNSQ,Twitter
2021-11-13,Everyone that participated in today’s Comelec circus showed us that their concern for the Filipino people takes a backseat to their individual personal agenda. #Halalan2022,Twitter
2021-11-13,#Halalan2022 is probably the most ridiculous Halalan in the Philippine history. Like take a look of the candidates. A bunch of power hunger cronies.,Twitter
2021-11-13,Di na kayo natuto! Ganto na naman!!!! Tang*nang yan. #Halalan2022 https://t.co/MOEWdrzQU7,Twitter
2021-11-13,Circus kayo dyan #Halalan2022,Twitter
2021-11-13,I think let's just chill and pray that the endgame will still ❤💚 #BBMSARA2022 #Halalan2022 #Eleksyon2022,Twitter
2021-11-13,"Ganito ngayon ang eksenahan ni Bong Go at Sara D hahaha

#Halalan2022 https://t.co/f1B7CiTDoG",Twitter
2021-11-13,"Filipino saying version 20.21:

""Ang sinungaling ay ka-tandem ng magnanakaw.""

Or

""Ang anak ng sinungaling ay anak ng magnanakaw.""

Who's who? Kayo na bahala haha

#PhilippineClownPolitics
#Halalan2022 
#Eleksyon2022",Twitter
2021-11-13,JUSKO PO! ANG GULO GULO NA NG PULITIKA SA PINAS!!! SAKIT SA ULO! NAG-REGISTER AKO SA COMELEC SA EMBAHADA NG PINAS DITO SA SAUDI PARA SANA MAKABOTO AKO SA #Halalan2022 KASO NGAYON PARANG NAPAPAISIP AKONG HUWAG NA LANG BUMUTO! 🙄🤔,Twitter
2021-11-13,"Kung hanggang ngayon wala ka pa ring Lexus sa garahe mo..

Gumising ka na brad

Ginagago ka lang matagal na!
#Halalan2022 https://t.co/6gkdJpyGEp",Twitter
2021-11-13,"‘Balasahan’: Duterte kakandidato umanong VP, Go tatakbong pangulo, Bato aatras #Halalan2022 

https://t.co/nkZRbN5UHI",Twitter
2021-11-13,HAHA gagi pre di dapat #Halalan2022 hashtag na gagamitin.. #DogShow2022 dapat !! kingina kawawa ang Pilipinas pag nanalo mga 'to 😃,Twitter
2021-11-13,"#Halalan2022 is about we the Filipinos doing the right thing to #ChooseGoodRejectEvil2022 in order to preserve our family/future, and to secure our beloved Philippines. #LetLeniKikoLead2022 and #NoToMarcosDuterte2022 #cancelf2logisticscontract #ProtectPhilippinesAgainstChina https://t.co/9hTDBNtDa4",Twitter
2021-11-13,"BREAKING NEWS Philippine Politics 
#Halalan2022 #Eleksyon2022 https://t.co/djDZbuD6fN",Twitter
2021-11-13,"kawawang-kawawa na tayo 
so I can only say research and vote well nalang, mga lods

#Halalan2022",Twitter
2021-11-13,They really are desperate. Hahahaha. #Halalan2022,Twitter
2021-11-13,"WELCOME TO THE JUNGLE, BABY!
1) Sara filed for VP;
2) Bato withdrew his presidential bid;
3) Bong Go withdrew his VP bid;
4) Bong Go filed for president;
5) Rodrigo will file for VP daw on Monday;
6) Bongbong will adopt Sara and tandem as his VP. #Halalan2022 #killmenow https://t.co/2a4lLwduZh",Twitter
2021-11-13,Hoy litong-lito na yung mga tanga HAHAHA #Halalan2022 https://t.co/oSGXS406nc,Twitter
2021-11-13,"NAKAKASUKA KAYONG MGA BUWAYANG NAG-AAGAWAN SA POSISYON PARA SA MGA PANSARILING INTERES! 🤮

BINABABOY NYO ANG PILIPINAS AT SALIGANG BATAS! DI NYO MADADALA YANG POSISYON AT PERA SA IMPYERNO!🖕

#NoToDuterteMarcos2022 #LeniKiko2022 
#Halalan2022",Twitter
2021-11-13,"REMEMBER, REMBER, THE 13TH OF NOVEMBER

#Halalan2022 
#FridayThe13th",Twitter
2021-11-13,"tatakbo yan kasi takot makulong 
#Halalan2022",Twitter
2021-11-13,"If naging makumbaba si YORME IZKU at tumakbo syang VP for #Halalan2022. Edi sana maganda ang chance nyang manalo, kaso PINAKAMATAAS na posisyon agad ang gustong kunin! Edi sana dreammatch tong-

 Izku vs DaughterTe!",Twitter
2021-11-13,"Mas mahal talaga ni Tatay ang kabit kaysa sa sariling anak.

#Halalan2022 #DoDirty",Twitter
2021-11-13,"The mood....    
      ❤✌🇵🇭👊💚
      #BBMSARA2022 
      #Halalan2022 https://t.co/OObco56MjY",Twitter
2021-11-13,"🤐

Twitter: Joined November 2021

#Halalan2022",Twitter
2021-11-13,"Parang kanila ang bansa talaga!
Nakakapanggigil na!
Sobra kung makapanloko!
Sagad sa mga buto at kaluluwa ang kasamaan!
Pero sabi nga, may liwanag sa gitna ng dilim!
Si Madam Leni ang solusyon!
#Halalan2022
#votewisely
#lenilugaw
#LeniforPresident2022
#LeniRobredo",Twitter
2021-11-13,"Pag nagkaron pa ng term sharing, ewan ko na lang. #Halalan2022",Twitter
